"id","id_1","id_2","id_3","id_4","id_5","id_6","id_7","id_8","id_9","id_10","id_11","id_12","id_13","id_14","id_15","id_16","id_17","id_18","id_19","id_20","id_21","id_22","id_24","id_25","id_26","id_27","id_28","id_29","id_30","id_31","id_32","id_33","id_34","id_35","id_36","id_37","id_38","id_39","id_40","id_41","id_42","id_43","id_44","id_45","id_46","id_47","id_48","id_49","id_50","id_51","id_52","id_53","id_54","id_55","id_56","id_57","id_58","id_59","id_60","id_61","id_62","id_63","id_64","id_65","id_66","id_67","id_68","id_69","id_70","id_71","id_72","id_73","id_74","id_75","id_76","id_77","id_78","id_79","id_80","id_81","id_82","id_83","id_84","id_85","id_86","id_87","id_88","id_89","id_90","id_91","id_92","id_94","id_95","id_96","id_97","id_98","id_99","id_100","id_102","id_103","id_104","id_105","id_106","id_107","id_108","id_109","id_110","id_111","id_112","id_113","id_114","id_115","id_116","id_117","id_118","id_1558","id_2059","id_2060","id_2061","id_2062","id_2063","id_2064","id_2065"
"id_1",0,7198,379,0,0,0,0,0,0,0,0,0,0,3953,0,0,0,0,0,0,0,2724,1608,0,0,0,0,0,7196,0,0,0,0,0,0,0,0,0,0,7196,0,0,0,0,0,0,0,0,0,0,7198,0,0,0,0,0,0,0,0,0,0,3736,0,0,0,0,0,0,0,0,88,0,7200,0,0,0,0,0,0,0,0,0,0,6284,0,0,0,0,0,0,0,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7198,0,0,0,685,251,1310
"id_2",7200,0,489,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,2916,1617,0,0,0,0,340,7200,0,112,76,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,3736,0,0,0,0,0,0,0,0,94,0,7200,0,0,0,0,0,27,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,792,261,1310
"id_3",540,2574,0,0,0,0,0,0,0,0,0,0,0,5149,0,0,0,0,0,0,0,3684,3763,6136,6081,6290,2852,5311,4047,6406,3288,644,810,971,712,1330,0,0,53,5149,1784,0,0,715,0,115,0,0,0,0,4058,0,0,0,0,0,0,0,0,0,0,3731,0,0,0,0,0,0,0,0,134,0,3645,1861,0,675,0,0,2400,0,0,0,0,5424,722,0,0,0,0,0,0,0,0,6169,0,0,0,0,0,0,0,0,0,6227,0,0,0,0,0,0,0,0,0,0,0,0,4312,6549,0,0,1348,2184,495
"id_4",0,0,0,0,4363,1506,3341,1299,423,3805,2,2280,2698,0,0,397,0,845,0,511,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,0,0,0,0,0,0,0,0,0,1892,0,0,2916,3223,3177,0,0,0,0,0,0,0,0,0
"id_5",0,0,0,5351,0,1954,5555,3098,1681,4674,912,3823,3023,0,0,697,343,982,0,620,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,1872,0,0,0,0,0,0,0,0,0,0,0,0,1701,1736,135,0,0,0,0,0,0,0,0,0
"id_6",0,0,0,3233,2139,0,1706,4408,3615,0,4308,0,149,0,0,0,0,500,0,2053,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,715,0,306,0,0,0,0,0,0,0,0,0,1342,3717,5029,5941,0,0,0,0,0,0,0,0,0
"id_7",0,0,0,4406,5791,1696,0,3409,3360,4228,5510,0,346,0,0,0,0,1817,0,1196,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,198,293,0,0,0,0,0,0,0,0,0
"id_8",0,0,0,1700,3815,3066,4121,0,3009,1547,2560,1589,1044,0,779,1659,108,1049,433,332,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,587,157,1365,937,0,0,0,0,0,0,0,0,0
"id_9",0,0,0,776,1601,3014,4246,2823,0,3643,3726,62,1067,0,0,0,0,1424,0,1190,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,745,0,151,2816,0,0,0,0,0,0,0,0,0
"id_10",0,0,0,3046,4412,0,3717,1322,3448,0,778,5964,991,0,0,653,0,1393,0,60,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
